track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_album_release_year
0.95,1,1,0.662,0.519,0.82,0.84,0,0.106,0.404,0.0,0.121,0.495,0.61,2020
0.79,1,1,0.665,0.699,1.0,0.87,1,0.0578,0.423,0.0,0.0969,0.585,0.52,2018
0.38,1,1,0.531,0.936,1.0,0.91,0,0.0503,0.00758,0.0,0.0959,0.812,0.31,2009
0.75,1,1,0.754,0.653,0.64,0.87,1,0.0611,0.0944,0.0,0.383,0.379,0.51,2019
0.58,1,1,0.538,0.809,0.64,0.85,0,0.0504,0.00136,0.0,0.406,0.278,0.5,2016
0.79,1,1,0.7,0.748,0.09,0.85,1,0.0434,0.127,0.0,0.0941,0.631,0.47,2019
0.8,1,1,0.63,0.694,1.0,0.84,0,0.0253,0.00281,0.0,0.0719,0.216,0.41,2018
0.5,1,1,0.815,0.906,0.45,0.91,0,0.0561,0.0116,0.0,0.0691,0.783,0.53,2007
0.63,1,1,0.667,0.619,0.18,0.87,1,0.151,0.126,0.0,0.101,0.427,0.71,2014
0.56,1,1,0.66,0.797,0.45,0.85,0,0.0262,0.00646,0.0,0.187,0.674,0.46,2011
0.36,1,1,0.609,0.658,0.82,0.88,1,0.0342,0.296,0.0,0.292,0.53,0.49,2009
0.71,1,1,0.875,0.558,0.09,0.85,1,0.0641,0.0532,0.0,0.116,0.44,0.4,2019
0.77,1,1,0.703,0.868,0.64,0.88,0,0.0291,0.15,0.13,0.104,0.733,0.51,2017
0.79,1,1,0.421,0.407,0.91,0.82,1,0.0267,0.309,0.0,0.11,0.161,0.58,2011
0.5,1,1,0.883,0.784,0.91,0.86,0,0.0533,0.0171,0.01,0.333,0.888,0.48,2004
0.65,1,1,0.703,0.736,0.36,0.86,0,0.046,0.186,0.0,0.174,0.274,0.5,2015
0.49,1,1,0.636,0.763,0.36,0.86,1,0.035,0.0773,0.0,0.174,0.756,0.45,2010
0.68,1,1,0.779,0.42,0.0,0.8,1,0.221,0.665,0.0,0.0862,0.688,0.44,2019
0.76,1,1,0.696,0.817,0.09,0.89,1,0.109,0.075,0.0,0.187,0.782,0.41,2017
0.45,1,1,0.683,0.943,0.64,0.9,1,0.11,0.00553,0.0,0.0752,0.776,0.54,2011
0.43,1,1,0.662,0.859,0.64,0.9,1,0.0522,0.000439,0.0,0.209,0.405,0.38,2013
0.78,1,1,0.692,0.443,0.09,0.86,1,0.0386,0.214,0.0,0.06,0.363,0.53,2019
0.45,1,1,0.588,0.793,0.09,0.89,1,0.0414,0.0159,0.0,0.0801,0.466,0.41,2016
0.64,1,1,0.562,0.768,0.09,0.87,0,0.0488,0.00361,0.0,0.0742,0.218,0.58,2011
0.56,1,1,0.638,0.713,0.45,0.84,1,0.0388,0.00103,0.0,0.0466,0.703,0.48,2014
0.65,1,1,0.697,0.775,0.73,0.84,1,0.0829,0.0318,0.0,0.232,0.827,0.48,2017
0.52,1,1,0.688,0.774,0.0,0.88,1,0.086,0.361,0.0,0.196,0.803,0.46,2015
0.41,1,1,0.467,0.817,0.18,0.87,1,0.0879,0.000152,0.0,0.199,0.647,0.84,2014
0.74,1,1,0.682,0.927,0.36,0.91,1,0.0479,0.0843,0.0,0.149,0.744,0.42,2011
0.59,1,1,0.611,0.936,0.64,0.9,0,0.11,0.0309,0.0,0.12,0.697,0.61,2008
0.47,1,1,0.56,0.826,0.55,0.85,0,0.0976,0.00272,0.0,0.487,0.492,0.59,2011
0.47,1,1,0.602,0.922,1.0,0.91,0,0.0386,0.00632,0.0,0.284,0.396,0.43,2009
0.47,1,1,0.6,0.809,0.82,0.87,1,0.164,0.0176,0.0,0.139,0.61,0.53,2016
0.76,1,1,0.777,0.895,0.36,0.88,1,0.0618,0.0348,0.0,0.317,0.826,0.47,2015
0.37,1,1,0.574,0.41,0.91,0.79,1,0.0398,0.848,0.0,0.104,0.333,0.48,2017
0.32,1,1,0.321,0.405,0.73,0.8,1,0.0376,0.88,0.0,0.105,0.221,0.41,2017
0.41,1,1,0.31,0.167,0.45,0.67,1,0.029,0.856,0.0,0.0766,0.226,0.41,2011
0.37,1,1,0.698,0.458,0.36,0.83,1,0.0295,0.183,0.0,0.0906,0.526,0.45,2011
0.27,1,1,0.379,0.502,0.91,0.77,0,0.163,0.461,0.0,0.557,0.759,0.85,2003
0.26,1,1,0.39,0.424,0.0,0.78,1,0.124,0.785,0.0,0.167,0.508,0.29,2002
0.33,1,1,0.27,0.279,0.45,0.76,1,0.0346,0.953,0.0,0.0937,0.366,0.36,2002
0.37,1,1,0.379,0.00814,0.55,0.53,1,0.0367,0.962,0.0,0.128,0.512,0.37,2011
0.37,1,1,0.225,0.0917,0.45,0.55,0,0.0385,0.916,0.0,0.153,0.152,0.36,2002
0.47,1,1,0.648,0.349,0.36,0.75,1,0.0843,0.673,0.0,0.0959,0.121,0.35,2016
0.4,1,1,0.71,0.946,0.73,0.88,0,0.078,0.123,0.0,0.203,0.681,0.5,2010
0.43,1,1,0.636,0.839,0.73,0.88,1,0.096,0.0847,0.0,0.1,0.658,0.5,2010
0.4,1,1,0.617,0.945,1.0,0.9,0,0.138,0.00503,0.0,0.0727,0.9,0.63,2010
0.52,1,1,0.353,0.879,0.09,0.9,1,0.0833,0.0843,0.0,0.105,0.516,0.72,2010
0.49,1,1,0.509,0.495,1.0,0.85,1,0.0515,0.491,0.0,0.0773,0.684,0.47,2010
0.44,1,1,0.351,0.626,0.64,0.86,1,0.0358,0.0867,0.0,0.0937,0.394,0.54,2010
0.38,1,1,0.633,0.941,0.73,0.9,0,0.11,0.00623,0.0,0.103,0.844,0.6,2008
0.42,1,1,0.472,0.871,0.18,0.9,1,0.0836,0.000632,0.0,0.219,0.803,0.74,2008
0.45,1,1,0.463,0.726,1.0,0.87,1,0.03,0.0589,0.0,0.0861,0.473,0.34,2008
0.5,1,1,0.497,0.822,0.09,0.92,1,0.0399,0.011,0.0,0.0947,0.58,0.38,2008
0.35,1,1,0.483,0.788,0.27,0.9,1,0.0341,0.157,0.0,0.177,0.449,0.6,2008
0.31,1,1,0.71,0.871,0.18,0.85,1,0.0794,0.369,0.0,0.297,0.647,0.42,2008
0.35,1,1,0.659,0.789,0.55,0.9,1,0.0717,0.184,0.0,0.0535,0.493,0.51,2012
0.44,1,1,0.692,0.794,0.45,0.85,1,0.0479,0.0977,0.0,0.141,0.782,0.52,2010
0.39,1,1,0.58,0.664,0.09,0.92,0,0.0748,0.429,0.0,0.146,0.436,0.61,2019
0.55,1,1,0.554,0.35,0.55,0.86,0,0.0287,0.799,0.0,0.317,0.333,0.36,2019
0.7,1,1,0.598,0.502,0.09,0.84,1,0.0447,0.862,0.0,0.096,0.403,0.51,2019
0.69,1,1,0.664,0.285,0.82,0.81,1,0.0342,0.855,0.0,0.0952,0.256,0.52,2019
0.81,1,1,0.779,0.342,0.27,0.84,0,0.0404,0.701,0.0,0.132,0.482,0.44,2019
0.68,1,1,0.689,0.901,0.64,0.95,1,0.0678,0.145,0.0,0.459,0.651,0.52,2018
0.69,1,1,0.664,0.607,0.18,0.79,1,0.113,0.23,0.0,0.164,0.541,0.4,2018
0.41,1,1,0.692,0.443,0.09,0.86,1,0.0386,0.214,0.0,0.06,0.363,0.53,2019
0.68,1,1,0.81,0.305,0.73,0.85,0,0.0902,0.28,0.0,0.203,0.732,0.5,2019
0.73,1,1,0.631,0.599,0.64,0.85,0,0.0878,0.067,0.0,0.0952,0.727,0.71,2018
0.75,1,1,0.65,0.594,0.64,0.84,0,0.0492,0.161,0.0,0.133,0.416,0.61,2019
0.75,1,1,0.567,0.765,0.09,0.89,0,0.108,0.317,0.0,0.14,0.541,0.51,2019
0.54,1,1,0.653,0.76,0.09,0.87,0,0.0556,0.00514,0.0,0.0658,0.133,0.5,2015
0.61,1,1,0.583,0.7,0.18,0.87,0,0.211,0.4,0.0,0.183,0.553,0.43,2017
0.54,1,1,0.753,0.343,0.73,0.86,1,0.0337,0.799,0.0,0.104,0.511,0.58,2019
0.97,1,1,0.704,0.225,0.55,0.67,0,0.0994,0.902,0.66,0.106,0.243,0.5,2019
0.66,1,1,0.718,0.762,0.0,0.87,0,0.0571,0.284,0.0,0.0971,0.368,0.56,2019
0.75,1,1,0.324,0.416,1.0,0.79,0,0.0368,0.262,0.0,0.11,0.151,0.48,2013
1.0,1,1,0.824,0.588,0.55,0.84,0,0.0924,0.692,0.0,0.149,0.513,0.41,2019
0.69,1,1,0.753,0.566,0.82,0.8,0,0.298,0.193,0.0,0.14,0.154,0.56,2019
0.84,1,1,0.672,0.464,0.55,0.86,0,0.037,0.43,0.0,0.284,0.271,0.38,2019
0.71,1,1,0.799,0.538,0.18,0.88,1,0.0622,0.642,0.0,0.107,0.582,0.39,2019
0.68,1,1,0.592,0.464,0.73,0.85,1,0.0346,0.473,0.0,0.125,0.182,0.28,2019
0.57,1,1,0.753,0.566,1.0,0.88,0,0.435,0.169,0.0,0.276,0.591,0.48,2018
0.88,1,1,0.464,0.473,0.09,0.76,1,0.129,0.866,0.0,0.109,0.604,0.32,2019
0.67,1,1,0.493,0.154,0.82,0.77,0,0.0367,0.729,0.0,0.0747,0.115,0.41,2019
0.73,1,1,0.574,0.593,0.36,0.86,0,0.0463,0.411,0.0,0.0966,0.355,0.53,2019
0.65,1,1,0.619,0.459,0.64,0.85,0,0.0334,0.56,0.0,0.137,0.498,0.53,2019
0.77,1,1,0.74,0.498,1.0,0.84,0,0.0456,0.0169,0.0,0.319,0.652,0.41,2019
0.7,1,1,0.684,0.803,0.73,0.9,0,0.0882,0.276,0.0,0.128,0.531,0.41,2019
0.73,1,1,0.377,0.651,0.36,0.86,0,0.0588,0.0197,0.0,0.174,0.0851,0.54,2019
0.87,1,1,0.665,0.712,0.09,0.82,1,0.0527,0.00103,0.0,0.102,0.669,0.39,2019
0.6,1,1,0.881,0.697,0.0,0.86,1,0.27,0.129,0.0,0.0834,0.434,0.41,2019
0.77,1,1,0.529,0.496,0.0,0.84,0,0.151,0.214,0.0,0.212,0.588,0.31,2019
0.89,1,1,0.732,0.463,1.0,0.83,0,0.0287,0.374,0.0,0.194,0.397,0.4,2019
0.69,1,1,0.694,0.466,0.82,0.83,1,0.0384,0.0934,0.0,0.098,0.246,0.43,2019
0.75,1,1,0.594,0.26,0.45,0.79,1,0.0601,0.779,0.0,0.0924,0.303,0.35,2019
0.77,1,1,0.767,0.627,0.0,0.89,1,0.0401,0.537,0.0,0.359,0.689,0.39,2019
0.64,1,1,0.704,0.719,0.27,0.89,1,0.0343,0.42,0.0,0.18,0.33,0.43,2019
0.81,1,1,0.664,0.831,0.18,0.88,0,0.0435,0.111,0.0,0.0596,0.696,0.52,2019
0.8,1,1,0.693,0.835,0.55,0.91,1,0.0623,0.131,0.0,0.073,0.743,0.53,2019
0.76,1,1,0.429,0.553,0.09,0.87,0,0.0669,0.458,0.0,0.0766,0.382,0.41,2019
0.87,1,1,0.719,0.704,0.09,0.88,1,0.0476,0.0691,0.0,0.166,0.628,0.56,2018
0.83,1,1,0.682,0.656,0.55,0.88,1,0.0435,0.0737,0.0,0.353,0.607,0.54,2019
0.62,1,1,0.685,0.621,0.82,0.87,0,0.0412,0.0623,0.0,0.0901,0.396,0.42,2018
0.7,1,1,0.732,0.85,0.09,0.85,1,0.0444,0.114,0.0,0.0388,0.372,0.52,2019
0.85,1,1,0.528,0.511,0.27,0.8,1,0.0324,0.126,0.0,0.101,0.351,0.42,2019
0.83,1,1,0.459,0.575,0.27,0.87,1,0.0573,0.604,0.0,0.0885,0.183,0.47,2019
0.7,1,1,0.806,0.558,0.82,0.84,1,0.0683,0.482,0.0,0.0618,0.678,0.4,2019
0.76,1,1,0.706,0.801,0.45,0.84,1,0.0399,0.00577,0.0,0.0822,0.63,0.42,2004
0.69,1,1,0.695,0.869,0.73,0.87,1,0.0483,0.41,0.0,0.237,0.58,0.52,2012
0.65,1,1,0.559,0.777,0.09,0.87,1,0.0432,0.31,0.0,0.105,0.329,0.36,2013
0.7,1,1,0.669,0.78,0.64,0.89,0,0.053,0.0265,0.0,0.143,0.738,0.58,2013
0.56,1,1,0.661,0.937,0.91,0.9,0,0.0744,0.000967,0.0,0.355,0.535,0.55,2011
0.23,1,1,0.691,0.964,0.64,0.84,1,0.0751,0.0021,0.7,0.211,0.297,0.58,2013
0.75,1,1,0.733,0.899,0.0,0.89,1,0.143,0.00496,0.0,0.372,0.76,0.53,2011
0.84,1,1,0.532,0.783,0.18,0.86,1,0.0523,0.0038,0.0,0.161,0.643,0.52,2013
0.77,1,1,0.545,0.78,0.64,0.87,0,0.0436,0.0309,0.0,0.0828,0.458,0.52,2013
0.75,1,1,0.413,0.856,0.0,0.89,0,0.0808,0.0289,0.01,0.343,0.35,0.53,2014
0.72,1,1,0.505,0.71,0.27,0.91,1,0.0321,0.19,0.0,0.329,0.428,0.38,2012
0.76,1,1,0.829,0.51,0.45,0.78,0,0.0369,0.00821,0.0,0.0829,0.45,0.5,2014
0.6,1,1,0.535,0.796,0.0,0.9,0,0.0445,0.00473,0.0,0.145,0.282,0.54,2013
0.73,1,1,0.711,0.7,0.09,0.88,0,0.046,0.00498,0.0,0.215,0.801,0.53,2012
0.79,1,1,0.671,0.939,0.73,0.91,1,0.161,0.192,0.0,0.298,0.529,0.54,2011
0.69,1,1,0.747,0.716,1.0,0.92,0,0.075,0.135,0.0,0.251,0.751,0.52,2011
0.73,1,1,0.663,0.713,0.64,0.84,0,0.112,0.0353,0.0,0.0843,0.69,0.43,2016
0.48,1,1,0.684,0.772,0.91,0.85,1,0.0356,0.00248,0.0,0.0894,0.0418,0.53,2014
0.7,1,1,0.679,0.715,0.82,0.84,1,0.0407,0.0755,0.0,0.271,0.571,0.53,2013
0.66,1,1,0.656,0.884,0.18,0.88,1,0.0372,0.0162,0.0,0.145,0.86,0.44,2012
0.98,1,1,0.513,0.796,0.09,0.89,1,0.0629,0.00147,0.0,0.0938,0.345,0.71,2019
0.76,1,1,0.766,0.548,0.64,0.81,1,0.0373,0.0263,0.0,0.21,0.552,0.51,2019
0.67,1,1,0.538,0.541,0.64,0.8,1,0.16,0.39,0.0,0.103,0.183,0.67,2019
0.63,1,1,0.571,0.496,1.0,0.82,1,0.0694,0.356,0.0,0.0924,0.238,0.5,2019
0.7,1,1,0.721,0.805,0.82,0.89,0,0.0927,0.05,0.0,0.153,0.653,0.49,2019
0.73,1,1,0.598,0.904,0.36,0.93,1,0.0507,0.331,0.0,0.264,0.503,0.58,2018
0.9,1,1,0.548,0.816,0.0,0.89,1,0.0465,0.122,0.0,0.335,0.557,0.4,2019
0.65,1,1,0.397,0.975,0.18,0.9,0,0.365,0.00152,0.0,0.118,0.451,0.8,2011
0.6,1,1,0.425,0.936,0.73,0.86,0,0.0829,2.1e-05,0.0,0.926,0.417,0.66,2010
0.49,1,1,0.41,0.959,0.64,0.87,1,0.0823,4.25e-06,0.0,0.359,0.523,0.69,2010
0.45,1,1,0.38,0.907,0.27,0.87,0,0.062,6.09e-05,0.0,0.103,0.608,0.65,2010
0.38,1,1,0.382,0.941,0.82,0.86,1,0.163,1.45e-05,0.0,0.225,0.466,0.74,2010
0.4,1,1,0.434,0.956,0.27,0.87,0,0.0669,6.55e-06,0.0,0.162,0.599,0.65,2010
0.42,1,1,0.371,0.966,1.0,0.88,1,0.105,1.01e-05,0.0,0.735,0.413,0.75,2010
0.38,1,1,0.357,0.922,0.82,0.86,1,0.111,0.00108,0.0,0.632,0.205,0.67,2010
0.55,1,1,0.381,0.961,0.09,0.9,1,0.0868,0.000949,0.0,0.0531,0.787,0.65,2010
0.38,1,1,0.35,0.866,1.0,0.87,0,0.0607,0.0029,0.0,0.0897,0.588,0.72,2010
0.38,1,1,0.392,0.855,0.18,0.88,1,0.0652,0.000713,0.0,0.196,0.456,0.31,2010
0.42,1,1,0.528,0.658,0.36,0.86,1,0.0385,0.0386,0.0,0.356,0.5,0.5,2010
0.37,1,1,0.377,0.866,0.18,0.89,0,0.0397,0.000701,0.0,0.129,0.586,0.61,2010
0.37,1,1,0.43,0.781,1.0,0.88,1,0.0383,0.00375,0.0,0.141,0.486,0.35,2010
0.42,1,1,0.48,0.582,0.55,0.87,1,0.0254,0.124,0.0,0.0876,0.219,0.33,2010
0.19,1,1,0.517,0.736,0.18,0.88,0,0.0423,0.000319,0.0,0.27,0.5,0.58,2011
0.22,1,1,0.643,0.492,0.64,0.81,1,0.032,0.306,0.0,0.102,0.461,0.58,2011
0.28,1,1,0.711,0.737,0.09,0.83,1,0.0449,0.0243,0.0,0.129,0.921,0.63,2010
0.08,1,1,0.412,0.982,0.45,0.88,1,0.0777,9.22e-05,0.0,0.147,0.55,0.66,2015
0.12,1,1,0.432,0.942,0.55,0.89,1,0.043,0.000699,0.0,0.346,0.867,0.61,2011
0.13,1,1,0.435,0.422,0.45,0.8,1,0.0293,0.836,0.0,0.118,0.441,0.32,2011
0.25,1,1,0.518,0.957,0.09,0.88,1,0.209,0.02,0.0,0.0893,0.608,0.66,2008
0.44,1,1,0.228,0.753,0.09,0.89,1,0.037,0.00149,0.0,0.108,0.291,0.71,2011
0.43,1,1,0.204,0.77,0.64,0.92,1,0.042,0.00698,0.0,0.338,0.326,0.32,2011
0.42,1,1,0.432,0.868,0.09,0.92,1,0.0349,0.000739,0.0,0.103,0.303,0.46,2011
0.38,1,1,0.303,0.591,1.0,0.89,1,0.0335,0.0127,0.0,0.117,0.317,0.46,2011
0.59,1,1,0.285,0.371,0.09,0.83,1,0.0295,0.698,0.0,0.104,0.372,0.65,2009
0.45,1,1,0.512,0.963,0.27,0.92,1,0.0583,0.000917,0.0,0.308,0.72,0.56,2009
0.44,1,1,0.512,0.953,0.18,0.9,1,0.0889,0.00185,0.0,0.102,0.452,0.51,2009
0.37,1,1,0.397,0.974,0.09,0.91,1,0.325,0.000137,0.0,0.255,0.357,0.69,2009
0.5,1,1,0.423,0.548,0.64,0.83,1,0.0278,0.426,0.0,0.0781,0.398,0.59,2009
0.51,1,1,0.423,0.94,0.09,0.89,0,0.0635,0.00166,0.0,0.178,0.505,0.63,2006
0.38,1,1,0.463,0.901,0.18,0.89,1,0.087,0.00779,0.0,0.32,0.621,0.68,2006
0.38,1,1,0.422,0.904,0.0,0.88,1,0.102,0.02,0.0,0.686,0.32,0.68,2006
0.32,1,1,0.529,0.899,1.0,0.89,1,0.0357,0.000374,0.0,0.129,0.699,0.58,2011
0.13,1,1,0.283,0.966,0.27,0.88,1,0.126,2.37e-05,0.0,0.121,0.639,0.72,2011
0.13,1,1,0.364,0.961,0.27,0.9,1,0.0961,1.84e-05,0.0,0.268,0.441,0.67,2011
0.16,1,1,0.485,0.808,0.55,0.88,1,0.0592,0.000335,0.0,0.135,0.475,0.57,2011
0.14,1,1,0.529,0.955,0.55,0.89,1,0.0829,5.65e-05,0.0,0.318,0.578,0.45,2011
0.01,1,1,0.476,0.896,0.82,0.87,1,0.0543,0.000363,0.0,0.0874,0.45,0.65,2011
0.24,1,1,0.581,0.923,0.0,0.88,1,0.0407,0.000757,0.0,0.182,0.887,0.4,2001
0.18,1,1,0.557,0.885,0.82,0.88,1,0.0331,0.00103,0.0,0.393,0.567,0.64,2001
0.26,1,1,0.522,0.758,0.18,0.87,1,0.0352,0.00152,0.0,0.173,0.171,0.61,2001
0.16,1,1,0.554,0.954,0.82,0.9,1,0.0455,0.00147,0.0,0.133,0.68,0.49,2001
0.13,1,1,0.398,0.954,0.55,0.82,1,0.0715,0.0133,0.0,0.0891,0.433,0.66,1999
0.17,1,1,0.442,0.893,0.0,0.87,1,0.0505,0.00844,0.0,0.529,0.712,0.62,1999
0.03,1,1,0.396,0.968,0.0,0.87,1,0.101,0.00171,0.0,0.162,0.404,0.46,1997
0.01,1,1,0.623,0.853,0.36,0.86,1,0.0472,0.141,0.0,0.143,0.783,0.44,2002
0.59,1,1,0.607,0.878,0.36,0.88,1,0.0665,0.000246,0.0,0.337,0.853,0.5,2004
0.84,1,1,0.765,0.523,0.18,0.89,1,0.03,0.184,0.0,0.132,0.394,0.44,2018
0.77,1,1,0.746,0.754,0.09,0.84,1,0.067,0.0152,0.0,0.0486,0.764,0.63,2015
0.73,1,1,0.965,0.414,0.09,0.84,1,0.0713,0.189,0.0,0.0767,0.728,0.51,2017
0.76,1,1,0.756,0.572,0.82,0.83,1,0.0763,0.0478,0.0,0.0853,0.417,0.43,2017
0.71,1,1,0.839,0.705,0.45,0.87,0,0.0445,0.0184,0.0,0.102,0.575,0.5,2017
0.74,1,1,0.874,0.497,0.55,0.86,1,0.0562,0.22,0.0,0.0761,0.542,0.44,2017
0.7,1,1,0.583,0.61,0.45,0.86,0,0.0382,0.00425,0.0,0.14,0.336,0.48,2015
0.81,1,1,0.654,0.76,0.0,0.9,0,0.045,0.0797,0.0,0.299,0.41,0.42,2015
0.78,1,1,0.76,0.703,0.45,0.86,1,0.054,0.103,0.0,0.0913,0.57,0.4,2014
0.83,1,1,0.444,0.819,0.91,0.89,0,0.341,0.106,0.0,0.107,0.747,0.35,2017
0.68,1,1,0.672,0.593,1.0,0.89,0,0.0304,0.0223,0.0,0.214,0.438,0.41,2015
0.87,1,1,0.717,0.653,0.09,0.86,1,0.0658,0.229,0.0,0.101,0.412,0.45,2019
0.77,1,1,0.645,0.585,0.55,0.85,1,0.0513,0.00314,0.0,0.165,0.353,0.55,2013
0.59,1,1,0.655,0.787,0.18,0.91,1,0.264,0.122,0.0,0.178,0.554,0.76,2017
0.78,1,1,0.652,0.698,0.91,0.88,0,0.042,0.00112,0.0,0.0886,0.47,0.4,2009
0.79,1,1,0.399,0.787,0.09,0.92,1,0.0499,0.0197,0.0,0.0685,0.572,0.49,2014
0.7,1,1,0.697,0.506,0.73,0.87,1,0.0325,0.0792,0.0,0.0893,0.516,0.42,2017
0.72,1,1,0.652,0.877,0.09,0.91,1,0.0465,0.0227,0.0,0.0789,0.486,0.49,2013
0.77,1,1,0.735,0.425,0.0,0.84,1,0.0466,0.011,0.0,0.055,0.848,0.36,2017
0.85,1,1,0.748,0.524,0.73,0.86,1,0.0338,0.414,0.0,0.111,0.661,0.4,2016
0.77,1,1,0.613,0.622,0.09,0.85,0,0.0334,0.00882,0.0,0.37,0.484,0.33,2013
0.83,1,1,0.699,0.713,0.82,0.86,0,0.0594,0.04,0.0,0.294,0.354,0.51,2018
0.8,1,1,0.851,0.541,0.0,0.83,1,0.0505,0.568,0.0,0.13,0.448,0.52,2018
0.51,1,1,0.71,0.925,0.0,0.91,1,0.0359,0.039,0.0,0.127,0.93,0.49,2013
0.82,1,1,0.856,0.609,0.0,0.82,1,0.0824,0.00801,0.0,0.0344,0.928,0.48,2015
0.7,1,1,0.309,0.544,0.82,0.77,1,0.352,0.155,0.0,0.0727,0.16,0.76,2016
0.85,1,1,0.791,0.862,0.82,0.91,0,0.11,0.037,0.0,0.0814,0.592,0.52,2018
0.59,1,1,0.834,0.831,0.64,0.85,0,0.0745,0.00799,0.0,0.217,0.788,0.43,2015
0.62,1,1,0.636,0.741,1.0,0.86,0,0.041,0.0132,0.0,0.287,0.53,0.37,2015
0.85,1,1,0.674,0.881,0.82,0.92,1,0.147,0.296,0.0,0.0793,0.234,0.41,2019
0.61,1,1,0.627,0.81,0.18,0.86,0,0.0431,0.0125,0.0,0.111,0.409,0.5,2010
0.81,1,1,0.52,0.761,0.36,0.91,1,0.0853,0.256,0.0,0.17,0.286,0.59,2017
0.82,1,1,0.724,0.804,1.0,0.88,0,0.0448,0.124,0.0,0.204,0.306,0.52,2017
0.66,1,1,0.746,0.767,0.09,0.92,0,0.0374,0.0601,0.0,0.0859,0.773,0.39,2018
0.55,1,1,0.671,0.828,0.82,0.92,1,0.053,0.00304,0.0,0.352,0.57,0.53,2013
0.8,1,1,0.657,0.291,0.18,0.75,1,0.0293,0.872,0.0,0.114,0.298,0.43,2005
0.85,1,1,0.422,0.264,0.73,0.83,1,0.0322,0.922,0.0,0.132,0.331,0.5,2013
0.79,1,1,0.628,0.593,0.73,0.87,1,0.0323,0.093,0.0,0.096,0.104,0.52,2014
0.85,1,1,0.358,0.557,0.91,0.82,1,0.059,0.695,0.0,0.0902,0.494,0.36,2016
0.21,1,1,0.565,0.782,0.73,0.84,1,0.0506,0.0577,0.0,0.0757,0.4,0.58,2017
0.66,1,1,0.508,0.72,1.0,0.85,0,0.0628,0.272,0.0,0.0563,0.472,0.33,2008
0.8,1,1,0.583,0.829,0.09,0.88,1,0.134,0.00864,0.0,0.0426,0.575,0.73,2008
0.83,1,1,0.733,0.71,0.45,0.85,0,0.0292,0.145,0.12,0.0956,0.965,0.53,2011
0.79,1,1,0.731,0.867,1.0,0.85,1,0.032,0.0395,0.0,0.0861,0.776,0.43,1999
0.61,1,1,0.612,0.743,0.36,0.82,1,0.0442,0.165,0.0,0.319,0.347,0.5,2018
0.77,1,1,0.611,0.52,0.0,0.86,1,0.0346,0.0132,0.0,0.105,0.771,0.67,2018
0.68,1,1,0.73,0.777,0.27,0.87,0,0.0496,0.105,0.0,0.0691,0.575,0.54,2011
0.82,1,1,0.578,0.866,0.09,0.9,1,0.0619,0.00701,0.0,0.257,0.619,0.53,2014
0.55,1,1,0.641,0.787,0.0,0.89,1,0.0375,0.0268,0.0,0.11,0.916,0.39,2011
0.88,1,1,0.76,0.479,0.18,0.86,1,0.0466,0.556,0.0,0.0703,0.913,0.38,2018
0.2,1,1,0.637,0.843,0.45,0.86,1,0.0432,0.0151,0.0,0.0876,0.434,0.46,2010
0.76,1,1,0.599,0.785,0.27,0.89,1,0.0309,0.448,0.0,0.151,0.52,0.58,2005
0.76,1,1,0.689,0.702,0.55,0.86,0,0.0261,0.216,0.0,0.159,0.484,0.41,2001
0.77,1,1,0.865,0.521,0.0,0.83,1,0.0371,0.548,0.0,0.0989,0.748,0.54,2011
0.24,1,1,0.566,0.664,0.36,0.86,0,0.0464,0.634,0.0,0.116,0.437,0.54,2014
0.17,1,1,0.835,0.669,0.55,0.86,0,0.0643,0.0336,0.0,0.0535,0.542,0.51,2008
0.75,1,1,0.541,0.485,0.73,0.83,1,0.031,0.558,0.0,0.12,0.369,0.57,2013
0.12,1,1,0.744,0.783,0.09,0.83,1,0.0337,0.0553,0.0,0.086,0.885,0.5,2014
0.03,1,1,0.459,0.741,0.36,0.84,0,0.0495,0.000189,0.0,0.481,0.344,0.79,2014
0.02,1,1,0.526,0.489,0.45,0.83,0,0.0321,0.548,0.0,0.132,0.35,0.57,2014
0.84,1,1,0.614,0.379,0.36,0.76,1,0.0476,0.607,0.0,0.0986,0.201,0.45,2014
0.1,1,1,0.778,0.615,0.64,0.84,1,0.0384,0.0126,0.0,0.108,0.648,0.5,2012
0.79,1,1,0.604,0.787,0.0,0.9,0,0.103,0.0679,0.15,0.127,0.301,0.53,2012
0.69,1,1,0.623,0.493,0.45,0.81,0,0.0338,0.0632,0.0,0.104,0.594,0.34,2016
0.76,1,1,0.673,0.902,0.18,0.93,1,0.0346,0.0591,0.0,0.0558,0.538,0.42,2014
0.8,1,1,0.566,0.664,0.36,0.86,0,0.0464,0.634,0.0,0.116,0.437,0.54,2014
0.85,1,1,0.488,0.343,0.36,0.79,1,0.0436,0.556,0.0,0.21,0.0978,0.43,2020
0.79,1,1,0.378,0.388,0.91,0.79,1,0.036,0.472,0.0,0.157,0.188,0.3,2020
0.88,1,1,0.676,0.771,0.73,0.9,1,0.0483,0.0237,0.0,0.102,0.569,0.41,2019
0.9,1,1,0.778,0.317,0.09,0.75,0,0.334,0.592,0.0,0.0881,0.327,0.58,2019
0.77,1,1,0.749,0.461,0.91,0.91,0,0.0416,0.0516,0.0,0.0738,0.42,0.58,2019
