track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_album_release_year
0.53,3,3,0.549,0.865,0.09,0.9,0,0.0625,0.000482,0.0,0.0512,0.434,0.58,2019
0.01,3,3,0.681,0.767,0.73,0.84,1,0.0403,0.115,0.0,0.155,0.602,0.68,2019
0.32,3,3,0.529,0.632,0.64,0.84,1,0.0325,0.447,0.0,0.0996,0.413,0.33,2019
0.33,3,3,0.699,0.272,0.36,0.77,0,0.224,0.538,0.0,0.149,0.178,0.58,2019
0.03,3,3,0.598,0.606,0.0,0.73,1,0.0256,0.162,0.0,0.353,0.91,0.41,1993
0.31,3,3,0.683,0.716,0.82,0.84,1,0.0305,0.00157,0.0,0.319,0.821,0.47,2019
0.31,3,3,0.514,0.706,0.36,0.81,0,0.0328,0.398,0.05,0.117,0.225,0.35,2019
0.25,3,3,0.609,0.937,0.45,0.89,1,0.0709,0.00676,0.0,0.213,0.475,0.31,2019
0.25,3,3,0.621,0.474,0.0,0.72,1,0.041,0.244,0.01,0.166,0.306,0.39,2019
0.44,3,3,0.582,0.542,0.09,0.7,0,0.0349,0.00112,0.0,0.546,0.426,0.46,2019
0.43,3,3,0.609,0.577,0.0,0.8,1,0.0269,0.42,0.0,0.107,0.295,0.48,2019
0.34,3,3,0.543,0.818,0.45,0.84,0,0.0464,0.00761,0.01,0.0961,0.334,0.52,2019
0.31,3,3,0.579,0.505,0.0,0.81,1,0.0417,0.812,0.0,0.0754,0.266,0.56,2019
0.03,3,3,0.581,0.831,0.09,0.81,1,0.107,0.0458,0.0,0.0782,0.885,0.6,2008
0.25,3,3,0.4,0.941,0.09,0.85,1,0.105,9.54e-05,0.0,0.296,0.339,0.56,2019
0.29,3,3,0.71,0.544,0.73,0.79,1,0.0389,0.0054,0.03,0.0965,0.316,0.6,2019
0.25,3,3,0.5,0.835,0.0,0.92,0,0.0422,0.0476,0.0,0.0727,0.361,0.41,2019
0.25,3,3,0.435,0.726,0.18,0.84,1,0.0361,0.000465,0.01,0.174,0.389,0.62,2019
0.33,3,3,0.694,0.739,0.18,0.89,1,0.0378,0.175,0.0,0.141,0.408,0.47,2018
0.35,3,3,0.651,0.627,0.18,0.86,0,0.106,0.0497,0.0,0.0989,0.52,0.27,2019
0.25,3,3,0.516,0.72,0.55,0.88,0,0.0356,0.000242,0.0,0.12,0.366,0.42,2019
0.34,3,3,0.637,0.684,0.82,0.8,1,0.087,0.142,0.0,0.231,0.596,0.41,2019
0.46,3,3,0.58,0.596,0.0,0.75,0,0.0751,0.125,0.0,0.0297,0.715,0.59,2004
0.32,3,3,0.592,0.909,0.64,0.84,1,0.055,0.000726,0.0,0.085,0.517,0.51,2007
0.02,3,3,0.456,0.79,0.09,0.86,0,0.0292,0.000419,0.0,0.105,0.355,0.38,2005
0.31,3,3,0.413,0.613,1.0,0.84,1,0.0297,0.135,0.0,0.286,0.408,0.72,2019
0.27,3,3,0.49,0.878,0.64,0.85,1,0.0393,0.000893,0.0,0.0947,0.414,0.55,2019
0.26,3,3,0.7,0.611,0.18,0.8,1,0.0317,0.0241,0.0,0.505,0.727,0.48,2019
0.54,3,3,0.507,0.804,1.0,0.7,1,0.044,0.0211,0.0,0.381,0.708,0.66,1986
0.26,3,3,0.455,0.898,0.09,0.85,1,0.0482,4.43e-05,0.14,0.135,0.709,0.75,2019
0.4,3,3,0.689,0.679,0.45,0.83,1,0.0315,0.00028,0.0,0.0986,0.43,0.57,2019
0.3,3,3,0.62,0.73,0.18,0.82,1,0.209,0.0101,0.0,0.624,0.523,0.4,2019
0.27,3,3,0.405,0.918,1.0,0.89,1,0.0797,9.7e-05,0.0,0.339,0.408,0.38,2018
0.14,3,3,0.231,0.43,0.09,0.73,1,0.0301,0.448,0.0,0.229,0.155,0.44,1990
0.51,3,3,0.353,0.656,0.64,0.86,0,0.0319,0.0431,0.0,0.139,0.195,0.64,2017
0.49,3,3,0.591,0.745,0.73,0.83,0,0.0424,0.416,0.0,0.873,0.393,0.53,2001
0.04,3,3,0.477,0.763,0.27,0.88,1,0.0336,0.0667,0.08,0.157,0.341,0.55,1988
0.03,3,3,0.383,0.969,0.73,0.91,0,0.0937,0.0002,0.5,0.519,0.335,0.59,1985
0.02,3,3,0.457,0.861,0.0,0.87,1,0.0612,0.0824,0.0,0.3,0.231,0.37,1988
0.46,3,3,0.588,0.698,0.91,0.85,1,0.0353,0.026,0.0,0.343,0.223,0.57,2014
0.02,3,3,0.488,0.911,1.0,0.9,1,0.0424,0.00298,0.0,0.0756,0.502,0.39,1988
0.02,3,3,0.458,0.957,0.73,0.9,1,0.0569,7.9e-05,0.88,0.363,0.325,0.41,1993
0.46,3,3,0.357,0.453,0.0,0.84,1,0.0517,0.702,0.0,0.151,0.178,0.32,1999
0.43,3,3,0.544,0.953,0.73,0.88,1,0.0531,0.000262,0.83,0.231,0.387,0.59,2010
0.06,3,3,0.392,0.691,0.45,0.77,1,0.0349,0.344,0.38,0.282,0.143,0.49,2009
0.57,3,3,0.304,0.91,0.18,0.85,0,0.117,0.0524,0.0,0.111,0.305,0.5,2007
0.72,3,3,0.529,0.768,0.64,0.86,1,0.0566,0.00224,0.0,0.297,0.769,0.53,1986
0.54,3,3,0.398,0.846,1.0,0.89,1,0.0441,0.000469,0.0,0.172,0.411,0.63,2011
0.66,3,3,0.328,0.939,0.18,0.94,0,0.0423,4.93e-05,0.01,0.337,0.329,0.78,2008
0.72,3,3,0.448,0.826,0.18,0.91,0,0.0319,0.00756,0.0,0.117,0.19,0.32,2018
0.44,3,3,0.655,0.63,0.64,0.8,1,0.0265,0.00397,0.0,0.183,0.636,0.47,1996
0.54,3,3,0.749,0.614,0.64,0.75,1,0.0264,0.0372,0.0,0.0603,0.878,0.43,1986
0.26,3,3,0.364,0.953,0.09,0.91,1,0.0941,0.00447,0.0,0.281,0.551,0.79,2019
0.16,3,3,0.444,0.859,0.73,0.88,1,0.0299,0.0104,0.0,0.0864,0.626,0.3,2019
0.14,3,3,0.485,0.76,0.55,0.85,0,0.0383,0.00239,0.0,0.12,0.317,0.63,2019
0.41,3,3,0.563,0.862,0.55,0.88,0,0.053,0.000757,0.0,0.352,0.773,0.38,2019
0.14,3,3,0.5,0.444,0.0,0.85,1,0.0274,0.00733,0.0,0.0618,0.162,0.32,2019
0.14,3,3,0.277,0.883,1.0,0.85,0,0.049,4.23e-05,0.06,0.0845,0.425,0.65,2019
0.75,3,3,0.461,0.918,0.36,0.8,1,0.0959,0.405,0.0,0.126,0.802,0.72,1985
0.31,3,3,0.577,0.677,0.64,0.77,1,0.0253,0.147,0.0,0.305,0.927,0.41,2007
0.12,3,3,0.544,0.903,0.82,0.86,1,0.0545,0.00166,0.01,0.1,0.432,0.64,2008
0.49,3,3,0.597,0.823,0.82,0.85,0,0.0378,0.00964,0.0,0.139,0.374,0.54,1987
0.02,3,3,0.529,0.981,0.82,0.93,1,0.0365,0.0235,0.0,0.0794,0.827,0.5,2010
0.81,3,3,0.501,0.889,0.36,0.87,1,0.0364,0.000147,0.01,0.217,0.257,0.56,1990
0.5,3,3,0.69,0.841,0.82,0.7,1,0.0384,0.163,0.0,0.0441,0.716,0.6,1988
0.3,3,3,0.493,0.689,0.0,0.88,1,0.0324,0.0719,0.0,0.151,0.429,0.31,2019
0.64,3,3,0.454,0.821,0.64,0.87,1,0.0324,0.0165,0.0,0.13,0.414,0.45,1990
0.6,3,3,0.855,0.691,0.18,0.84,1,0.0514,0.144,0.0,0.36,0.647,0.51,1999
0.44,3,3,0.523,0.919,0.0,0.9,1,0.0419,9.41e-05,0.0,0.305,0.151,0.56,2017
0.51,3,3,0.331,0.55,0.82,0.85,1,0.0311,0.309,0.1,0.0875,0.228,0.58,1992
0.04,3,3,0.272,0.735,0.0,0.86,1,0.0459,0.00533,0.0,0.122,0.158,0.57,2008
0.07,3,3,0.358,0.863,0.55,0.89,0,0.0378,0.0746,0.0,0.18,0.458,0.68,2001
0.72,3,3,0.619,0.67,1.0,0.76,0,0.0353,0.00165,0.01,0.331,0.777,0.54,1993
0.52,3,3,0.439,0.947,0.18,0.8,0,0.0627,0.0275,0.01,0.394,0.359,0.75,1985
0.13,3,3,0.496,0.739,0.55,0.82,1,0.0415,0.0211,0.0,0.106,0.378,0.55,1991
0.32,3,3,0.451,0.918,0.36,0.9,1,0.0329,0.00178,0.0,0.688,0.695,0.44,2006
0.17,3,3,0.229,0.46,0.64,0.74,1,0.0349,0.00173,0.0,0.0469,0.384,0.51,2015
0.09,3,3,0.543,0.964,0.55,0.86,1,0.0515,0.411,0.0,0.047,0.777,0.42,1998
0.01,3,3,0.505,0.876,0.18,0.87,1,0.0415,0.0148,0.0,0.118,0.718,0.58,2005
0.01,3,3,0.529,0.877,1.0,0.74,1,0.0367,0.0575,0.0,0.299,0.604,0.62,2009
0.15,3,3,0.522,0.882,0.0,0.91,1,0.0359,0.0599,0.0,0.33,0.815,0.51,2010
0.22,3,3,0.597,0.579,0.64,0.75,1,0.0258,0.026,0.02,0.149,0.557,0.37,1986
0.09,3,3,0.5,0.832,0.36,0.84,0,0.0325,8.36e-05,0.01,0.0924,0.553,0.5,2002
0.55,3,3,0.445,0.872,0.55,0.84,0,0.0602,0.00402,0.01,0.047,0.834,0.68,1998
0.01,3,3,0.568,0.885,0.82,0.76,1,0.0311,0.15,0.0,0.0502,0.975,0.49,2009
0.05,3,3,0.537,0.794,0.36,0.81,0,0.0521,0.00134,0.0,0.283,0.513,0.69,2011
0.03,3,3,0.549,0.918,0.0,0.91,1,0.0679,0.00535,0.0,0.22,0.58,0.53,2008
0.71,3,3,0.476,0.736,0.18,0.86,1,0.0343,0.0217,0.0,0.203,0.251,0.54,2005
0.09,3,3,0.439,0.822,0.36,0.83,1,0.0695,0.0113,0.0,0.133,0.884,0.74,2011
0.42,3,3,0.654,0.791,0.45,0.82,1,0.0261,0.000432,0.0,0.0928,0.371,0.52,2004
0.46,3,3,0.639,0.621,0.36,0.75,1,0.0316,0.03,0.0,0.0863,0.496,0.49,1989
0.01,3,3,0.682,0.546,0.82,0.73,1,0.0256,0.013,0.01,0.246,0.678,0.44,2007
0.77,3,3,0.412,0.882,1.0,0.86,0,0.0369,5.96e-05,0.0,0.0805,0.356,0.66,1997
0.79,3,3,0.442,0.943,0.27,0.91,1,0.0602,0.00293,0.0,0.091,0.781,0.36,1994
0.02,3,3,0.52,0.945,0.09,0.89,1,0.0335,0.00599,0.0,0.0495,0.807,0.42,1998
0.7,3,3,0.617,0.922,1.0,0.9,1,0.0744,0.000247,0.39,0.363,0.6,0.55,2008
0.01,3,3,0.576,0.864,0.55,0.89,1,0.0462,0.02,0.0,0.683,0.609,0.41,2000
0.25,3,3,0.838,0.303,0.36,0.72,1,0.0368,0.081,0.0,0.0392,0.656,0.4,2010
0.01,3,3,0.277,0.979,1.0,0.86,1,0.0979,0.0183,0.01,0.117,0.451,0.42,2004
0.02,3,3,0.765,0.726,0.64,0.85,1,0.0308,0.0258,0.0,0.213,0.963,0.48,2008
0.03,3,3,0.442,0.851,0.73,0.87,1,0.0707,0.216,0.0,0.11,0.672,0.34,2010
0.01,3,3,0.468,0.557,1.0,0.75,0,0.0409,4.64e-05,0.0,0.196,0.666,0.5,2003
0.64,3,3,0.587,0.891,1.0,0.91,1,0.0361,0.000261,0.0,0.314,0.705,0.52,2011
0.01,3,3,0.531,0.883,0.82,0.79,1,0.0357,0.00922,0.0,0.336,0.567,0.55,1988
0.16,3,3,0.559,0.687,0.0,0.75,1,0.0311,0.0591,0.0,0.0896,0.854,0.51,1986
0.7,3,3,0.28,0.908,0.18,0.86,0,0.109,0.0327,0.0,0.18,0.26,0.5,1989
0.44,3,3,0.682,0.954,0.82,0.87,1,0.0625,0.00712,0.0,0.052,0.928,0.48,2011
0.07,3,3,0.7,0.675,0.82,0.75,1,0.241,0.578,0.0,0.0397,0.608,0.48,2005
0.55,3,3,0.552,0.651,0.36,0.75,0,0.229,0.00494,0.04,0.132,0.533,0.67,2004
0.52,3,3,0.691,0.762,1.0,0.84,0,0.0367,0.462,0.03,0.0804,0.957,0.54,2011
0.81,3,3,0.502,0.912,0.09,0.88,1,0.0564,2.55e-05,0.0,0.106,0.72,0.49,1991
0.74,3,3,0.674,0.789,0.73,0.83,1,0.0676,0.00178,0.01,0.0754,0.918,0.54,1997
0.03,3,3,0.398,0.96,0.82,0.9,1,0.0526,0.0106,0.0,0.382,0.634,0.59,2007
0.15,3,3,0.486,0.747,0.55,0.82,1,0.0407,0.0203,0.01,0.0992,0.368,0.55,1991
0.73,3,3,0.316,0.484,0.82,0.78,0,0.0308,0.000334,0.0,0.0912,0.299,0.49,1987
0.52,3,3,0.547,0.543,1.0,0.64,0,0.0342,0.507,0.14,0.241,0.595,0.44,2008
0.7,3,3,0.586,0.872,0.64,0.87,1,0.0483,0.018,0.0,0.622,0.729,0.67,1998
0.24,3,3,0.654,0.854,0.82,0.85,0,0.0563,0.00175,0.01,0.163,0.531,0.41,2005
0.69,3,3,0.466,0.648,0.09,0.74,0,0.028,0.0023,0.0,0.112,0.305,0.38,1989
0.43,3,3,0.2,0.791,0.18,0.82,1,0.0621,0.00131,0.0,0.155,0.233,0.63,2006
0.1,3,3,0.722,0.895,1.0,0.9,0,0.118,0.101,0.0,0.0695,0.963,0.6,1998
0.73,3,3,0.666,0.936,0.64,0.77,1,0.0476,0.00244,0.09,0.153,0.776,0.38,1991
0.61,3,3,0.916,0.523,0.27,0.77,1,0.0521,0.432,0.0,0.0488,0.88,0.45,1991
0.11,3,3,0.594,0.556,0.45,0.73,1,0.0622,0.559,0.0,0.0726,0.623,0.59,2000
0.32,3,3,0.513,0.656,0.45,0.85,1,0.0278,0.284,0.07,0.151,0.716,0.48,2006
0.05,3,3,0.679,0.676,0.18,0.77,0,0.0371,0.0777,0.0,0.0938,0.8,0.56,1998
0.19,3,3,0.749,0.74,0.64,0.87,1,0.0334,0.0552,0.0,0.16,0.962,0.52,1998
0.53,3,3,0.513,0.872,0.82,0.87,1,0.0481,0.00235,0.0,0.0807,0.525,0.5,1997
0.67,3,3,0.625,0.85,0.36,0.89,1,0.0495,0.346,0.0,0.174,0.633,0.4,1999
0.75,3,3,0.284,0.875,1.0,0.85,0,0.0422,0.00752,0.0,0.402,0.595,0.31,1991
0.64,3,3,0.375,0.895,0.73,0.9,1,0.0605,0.0221,0.0,0.661,0.67,0.72,2019
0.68,3,3,0.649,0.896,0.91,0.92,0,0.056,0.000319,0.0,0.102,0.924,0.38,2010
0.62,3,3,0.666,0.775,0.18,0.86,0,0.0979,0.0226,0.0,0.254,0.59,0.61,2018
0.6,3,3,0.45,0.872,0.64,0.87,1,0.0353,0.0018,0.0,0.0833,0.396,0.65,2019
0.52,3,3,0.315,0.975,0.55,0.91,0,0.198,0.000368,0.0,0.248,0.35,0.67,2019
0.25,3,3,0.522,0.971,0.55,0.88,1,0.109,4.8e-05,0.05,0.054,0.195,0.48,2019
0.59,3,3,0.354,0.943,0.45,0.9,1,0.288,0.000113,0.02,0.104,0.367,0.39,2018
0.57,3,3,0.526,0.903,0.18,0.88,0,0.0444,0.000954,0.0,0.111,0.45,0.6,2018
0.27,3,3,0.521,0.984,0.91,0.87,0,0.0817,6.68e-05,0.02,0.333,0.465,0.55,2018
0.39,3,3,0.492,0.939,0.09,0.88,0,0.369,0.0389,0.0,0.23,0.576,0.68,2019
0.15,3,3,0.509,0.933,1.0,0.88,0,0.0547,0.00147,0.0,0.352,0.58,0.66,2019
0.5,3,3,0.412,0.896,0.18,0.9,1,0.0967,0.000155,0.0,0.134,0.434,0.72,2019
0.54,3,3,0.533,0.976,0.0,0.92,1,0.0814,0.00172,0.0,0.147,0.298,0.5,2018
0.63,3,3,0.568,0.907,0.45,0.88,0,0.0488,0.00115,0.0,0.0982,0.337,0.47,2018
0.57,3,3,0.223,0.891,0.64,0.87,1,0.133,8.6e-05,0.0,0.107,0.558,0.71,2017
0.07,3,3,0.354,0.942,0.64,0.91,1,0.237,0.00039,0.0,0.431,0.242,0.5,2018
0.07,3,3,0.609,0.937,0.55,0.91,1,0.0495,0.00324,0.0,0.129,0.493,0.4,2010
0.53,3,3,0.557,0.718,0.73,0.8,1,0.0415,0.0888,0.05,0.661,0.49,0.72,2018
0.38,3,3,0.515,0.997,0.45,0.93,1,0.112,0.00067,0.0,0.373,0.461,0.43,2019
0.56,3,3,0.39,0.91,0.45,0.91,0,0.133,0.000198,0.0,0.156,0.644,0.68,2018
0.69,3,3,0.563,0.86,0.73,0.82,1,0.0621,0.00834,0.01,0.39,0.517,0.41,2001
0.68,3,3,0.501,0.905,1.0,0.86,0,0.0518,1.88e-05,0.77,0.383,0.584,0.51,1998
0.54,3,3,0.42,0.9,1.0,0.82,1,0.05,7.95e-05,0.0,0.106,0.459,0.57,2017
0.03,3,3,0.505,0.848,1.0,0.87,0,0.0575,0.0106,0.0,0.18,0.282,0.58,2018
0.57,3,3,0.59,0.979,0.55,0.9,0,0.103,0.000128,0.0,0.0819,0.724,0.43,2013
0.67,3,3,0.64,0.922,0.82,0.84,0,0.0385,0.00369,0.06,0.332,0.716,0.52,1997
0.18,3,3,0.42,0.929,0.64,0.89,0,0.121,0.000353,0.0,0.122,0.3,0.53,2001
0.49,3,3,0.551,0.914,0.64,0.89,0,0.0934,0.011,0.0,0.321,0.419,0.54,2018
0.51,3,3,0.633,0.777,0.82,0.87,1,0.0528,0.00941,0.0,0.167,0.299,0.54,2018
0.66,3,3,0.512,0.943,0.18,0.87,0,0.106,0.0138,0.0,0.261,0.485,0.68,2008
0.6,3,3,0.597,0.939,0.09,0.91,1,0.0446,0.00108,0.0,0.201,0.422,0.41,2010
0.56,3,3,0.13,0.991,1.0,0.91,1,0.0604,1.15e-05,0.0,0.225,0.505,0.77,2016
0.02,3,3,0.3,0.961,0.27,0.91,0,0.165,0.000196,0.0,0.0603,0.186,0.38,2018
0.54,3,3,0.468,0.863,0.45,0.83,0,0.0493,4.34e-06,0.34,0.33,0.377,0.59,1993
0.49,3,3,0.234,0.927,0.45,0.85,0,0.433,1.2e-05,0.0,0.114,0.278,0.55,2018
0.56,3,3,0.391,0.93,0.18,0.89,0,0.0509,4.9e-05,0.0,0.674,0.502,0.75,2017
0.74,3,3,0.492,0.969,0.82,0.88,1,0.0491,0.0014,0.0,0.0787,0.538,0.4,2000
0.17,3,3,0.581,0.887,0.36,0.9,0,0.0624,0.000504,0.0,0.268,0.724,0.38,2000
0.45,3,3,0.507,0.99,0.0,0.9,0,0.121,2.28e-05,0.0,0.347,0.28,0.56,2016
0.57,3,3,0.468,0.977,0.73,0.89,1,0.0645,4.99e-06,0.02,0.0543,0.493,0.56,2017
0.63,3,3,0.635,0.688,1.0,0.85,0,0.0346,0.0023,0.0,0.507,0.389,0.45,2017
0.73,3,3,0.412,0.919,0.45,0.82,1,0.184,0.0124,0.06,0.424,0.572,0.69,1996
0.54,3,3,0.461,0.892,0.55,0.88,0,0.0901,0.00187,0.0,0.0942,0.35,0.57,2017
0.3,3,3,0.577,0.719,1.0,0.86,0,0.0564,0.0352,0.0,0.079,0.615,0.73,2018
0.73,3,3,0.353,0.898,0.18,0.85,1,0.052,2.23e-05,0.11,0.39,0.525,0.43,1998
0.44,3,3,0.342,0.87,0.64,0.84,0,0.0764,0.000134,0.0,0.0703,0.304,0.68,2017
0.56,3,3,0.58,0.737,0.91,0.88,1,0.0335,9.85e-05,0.04,0.0823,0.506,0.38,2017
0.44,3,3,0.49,0.972,0.91,0.88,0,0.111,0.000188,0.03,0.368,0.376,0.4,2016
0.47,3,3,0.458,0.988,0.09,0.88,0,0.123,0.00413,0.0,0.295,0.296,0.68,2017
0.51,3,3,0.157,0.987,0.82,0.9,1,0.091,9.25e-06,0.06,0.151,0.462,0.7,2016
0.73,3,3,0.492,0.896,0.36,0.85,0,0.117,0.000172,0.0,0.189,0.534,0.77,2002
0.29,3,3,0.511,0.917,0.45,0.88,1,0.0826,0.000136,0.0,0.27,0.177,0.52,2018
0.69,3,3,0.599,0.957,1.0,0.86,1,0.188,0.0129,0.0,0.155,0.489,0.43,1999
0.78,3,3,0.413,0.873,0.73,0.89,1,0.0535,0.000264,0.0,0.204,0.481,0.49,2001
0.52,3,3,0.465,0.946,0.82,0.89,1,0.068,1.77e-05,0.08,0.134,0.338,0.56,2016
0.4,3,3,0.479,0.937,0.09,0.86,1,0.078,0.00243,0.0,0.132,0.458,0.66,2017
0.01,3,3,0.29,0.928,0.91,0.93,0,0.0586,4.28e-05,0.0,0.0822,0.588,0.77,2017
0.5,3,3,0.566,0.951,0.18,0.9,1,0.0464,0.000101,0.1,0.266,0.345,0.54,2016
0.52,3,3,0.358,0.981,0.18,0.88,1,0.116,4.1e-05,0.0,0.184,0.262,0.69,2017
0.54,3,3,0.385,0.925,0.18,0.85,0,0.132,7.73e-05,0.0,0.153,0.323,0.32,2017
0.03,3,3,0.302,0.819,1.0,0.74,0,0.0824,1.84e-05,0.0,0.0568,0.309,0.43,1991
0.6,3,3,0.515,0.857,0.45,0.88,1,0.0511,1.25e-05,0.1,0.486,0.669,0.38,2011
0.3,3,3,0.394,0.942,0.18,0.89,0,0.134,0.000771,0.01,0.772,0.488,0.76,2016
0.32,3,3,0.72,0.951,1.0,0.88,1,0.0683,0.000648,0.0,0.0251,0.728,0.53,2011
0.51,3,3,0.688,0.835,0.73,0.89,1,0.0911,0.0583,0.0,0.0795,0.88,0.35,2005
0.06,3,3,0.557,0.886,1.0,0.89,0,0.0498,0.000595,0.0,0.0904,0.17,0.48,2009
0.16,3,3,0.551,0.851,0.09,0.91,1,0.197,0.0748,0.0,0.0784,0.1,0.72,2002
0.46,3,3,0.429,0.966,0.73,0.88,1,0.0733,0.000209,0.12,0.371,0.525,0.75,2011
0.57,3,3,0.457,0.779,0.64,0.84,1,0.257,0.0185,0.0,0.0247,0.734,0.36,1992
0.23,3,3,0.579,0.824,0.55,0.79,0,0.03,0.00206,0.01,0.059,0.635,0.52,1991
0.61,3,3,0.428,0.979,0.09,0.91,1,0.225,7.04e-05,0.0,0.129,0.292,0.44,2003
0.37,3,3,0.655,0.885,0.64,0.89,1,0.0438,0.00117,0.0,0.0448,0.938,0.42,2008
0.48,3,3,0.591,0.892,0.36,0.9,0,0.0582,0.000511,0.0,0.244,0.648,0.38,2009
0.38,3,3,0.618,0.97,0.45,0.94,0,0.087,0.00618,0.0,0.0547,0.684,0.42,2008
0.02,3,3,0.492,0.987,0.36,0.9,1,0.122,8.96e-06,0.0,0.231,0.354,0.43,2011
0.49,3,3,0.576,0.989,0.18,0.94,1,0.112,0.00252,0.0,0.0243,0.352,0.56,2008
0.75,3,3,0.64,0.957,0.73,0.93,1,0.0741,0.0431,0.0,0.0789,0.692,0.56,2009
0.58,3,3,0.456,0.891,1.0,0.89,0,0.125,0.00682,0.0,0.0727,0.647,0.71,2009
0.04,3,3,0.607,0.935,0.55,0.91,1,0.0506,0.00259,0.0,0.195,0.51,0.4,2001
0.71,3,3,0.642,0.777,0.36,0.88,0,0.094,0.00323,0.0,0.227,0.413,0.41,2004
0.57,3,3,0.595,0.714,0.09,0.86,1,0.0609,0.0381,0.0,0.08,0.141,0.37,2004
0.45,3,3,0.425,0.87,1.0,0.92,1,0.044,0.0452,0.0,0.0811,0.354,0.74,2011
0.72,3,3,0.553,0.853,0.73,0.9,1,0.0339,0.000684,0.0,0.126,0.506,0.51,2006
0.54,3,3,0.451,0.884,0.0,0.9,1,0.0335,0.00177,0.0,0.193,0.314,0.41,2006
0.03,3,3,0.586,0.942,0.18,0.91,1,0.0679,0.000414,0.0,0.0841,0.412,0.43,2004
0.03,3,3,0.572,0.984,0.91,0.9,0,0.0626,0.00052,0.0,0.044,0.524,0.44,2006
0.54,3,3,0.557,0.979,0.82,0.88,0,0.113,0.0008,0.06,0.0283,0.229,0.57,2011
0.58,3,3,0.561,0.774,0.64,0.9,0,0.0737,0.000369,0.0,0.0469,0.903,0.68,2003
0.35,3,3,0.414,0.989,0.73,0.93,1,0.0799,3e-05,0.0,0.301,0.359,0.58,2014
0.57,3,3,0.554,0.978,0.36,0.9,1,0.131,0.111,0.0,0.0731,0.594,0.56,2003
0.62,3,3,0.549,0.969,0.09,0.92,1,0.049,1.16e-05,0.11,0.104,0.348,0.42,2010
0.54,3,3,0.438,0.942,0.36,0.87,0,0.0575,0.00125,0.0,0.421,0.511,0.38,2002
0.3,3,3,0.491,0.938,0.0,0.88,1,0.182,0.0108,0.0,0.107,0.452,0.68,2014
0.04,3,3,0.361,0.983,0.27,0.91,0,0.0931,0.000129,0.0,0.0228,0.385,0.7,2008
0.64,3,3,0.359,0.935,0.73,0.86,0,0.0817,0.000143,0.01,0.351,0.658,0.72,2002
0.61,3,3,0.529,0.92,0.27,0.89,1,0.0649,2.87e-05,0.0,0.0582,0.438,0.46,2011
0.62,3,3,0.509,0.93,0.0,0.92,0,0.0474,0.00137,0.0,0.152,0.783,0.65,2006
0.5,3,3,0.594,0.893,0.73,0.9,1,0.0962,0.000523,0.0,0.373,0.417,0.53,2016
0.56,3,3,0.531,0.836,1.0,0.87,0,0.101,0.00109,0.0,0.0447,0.637,0.71,2005
0.69,3,3,0.185,0.948,0.73,0.89,1,0.147,0.0104,0.0,0.105,0.316,0.82,2006
0.6,3,3,0.405,0.962,1.0,0.87,1,0.0842,0.000213,0.0,0.108,0.489,0.71,2009
0.63,3,3,0.458,0.909,0.0,0.88,0,0.0446,2.32e-06,0.76,0.283,0.49,0.44,2000
0.58,3,3,0.458,0.779,0.27,0.8,0,0.0486,0.00184,0.0,0.313,0.729,0.41,1999
0.54,3,3,0.275,0.98,0.82,0.96,1,0.11,0.037,0.0,0.0943,0.455,0.77,2005
0.31,3,3,0.417,0.844,0.73,0.88,0,0.0505,7.58e-05,0.0,0.0444,0.666,0.66,2016
0.27,3,3,0.484,0.996,0.55,0.95,1,0.142,4.07e-05,0.0,0.375,0.301,0.44,2015
0.45,3,3,0.594,0.939,0.82,0.91,1,0.153,0.00498,0.0,0.342,0.722,0.4,2005
0.53,3,3,0.563,0.924,0.18,0.86,1,0.0734,0.00156,0.0,0.0468,0.539,0.38,2006
0.13,3,3,0.426,0.949,0.73,0.86,1,0.0372,9.52e-06,0.02,0.0657,0.309,0.84,2016
0.01,3,3,0.442,0.967,0.36,0.89,0,0.124,0.00124,0.0,0.346,0.538,0.66,2004
0.39,3,3,0.479,0.963,0.18,0.91,1,0.0796,7.72e-05,0.04,0.0831,0.211,0.38,2017
0.4,3,3,0.452,0.981,0.73,0.86,1,0.0476,0.000839,0.0,0.243,0.747,0.75,2015
0.25,3,3,0.445,0.97,0.55,0.87,1,0.0693,5.92e-06,0.85,0.268,0.239,0.38,2017
0.03,3,3,0.512,0.943,0.18,0.87,0,0.106,0.0138,0.0,0.261,0.485,0.68,2008
0.3,3,3,0.42,0.932,0.45,0.84,0,0.0959,0.000191,0.0,0.115,0.386,0.71,2017
0.31,3,3,0.593,0.817,0.64,0.88,1,0.07,0.000355,0.0,0.035,0.156,0.48,2017
0.13,3,3,0.475,0.944,0.55,0.89,0,0.12,0.0111,0.0,0.354,0.132,0.46,2015
0.55,3,3,0.478,0.977,0.73,0.91,1,0.0751,0.00473,0.0,0.509,0.482,0.4,2006
0.76,3,3,0.749,0.794,0.0,0.87,1,0.064,0.0193,0.0,0.543,0.46,0.57,2018
0.59,3,3,0.534,0.94,0.64,0.89,1,0.0538,0.000519,0.0,0.104,0.339,0.65,2017
0.54,3,3,0.58,0.964,0.18,0.9,1,0.0417,0.000295,0.0,0.325,0.619,0.4,2015
0.45,3,3,0.547,0.908,0.73,0.86,0,0.0476,0.000209,0.0,0.323,0.594,0.4,2011
